timestamp,Cpu_usage,Memory_usage(bytes),Memory_capacity(bytes),Memory_usage,year,month,day,hour,minute,second,api_server_requests
2022-05-24 23:57:30,10.520571428565084,78313320448.0,99329359872.0,78.84206698695918,2022,5,24,23,57,30,27.0
2022-05-24 23:58:30,11.029333333328502,77877129216.0,99329359872.0,78.4029307310102,2022,5,24,23,58,30,23.0
2022-05-24 23:59:30,10.927047619049524,77947944960.0,99329359872.0,78.4742246003065,2022,5,24,23,59,30,19.0
2022-05-25 00:00:30,10.701333333336795,78651703296.0,99329359872.0,79.18273448792371,2022,5,25,0,0,30,16.0
2022-05-25 00:01:30,11.318190476188569,79051382784.0,99329359872.0,79.5851124842332,2022,5,25,0,1,30,25.0
2022-05-25 00:02:30,11.201949868381702,78990438400.0,99329359872.0,79.52375662320829,2022,5,25,0,2,30,25.0
2022-05-25 00:03:30,11.066000000000491,78891388928.0,99329359872.0,79.42403840079385,2022,5,25,0,3,30,30.0
2022-05-25 00:04:30,11.008761904762308,78871654400.0,99329359872.0,79.40417063156085,2022,5,25,0,4,30,30.0
2022-05-25 00:05:30,10.798190476191015,79069188096.0,99329359872.0,79.60303801201567,2022,5,25,0,5,30,29.0
2022-05-25 00:06:30,11.123714285716414,79019098112.0,99329359872.0,79.5526098364344,2022,5,25,0,6,30,29.0
2022-05-25 00:07:30,11.168761904766077,78980235264.0,99329359872.0,79.51348459889127,2022,5,25,0,7,30,22.0
2022-05-25 00:08:30,10.556571428565356,79181000704.0,99329359872.0,79.71560554304989,2022,5,25,0,8,30,22.0
2022-05-25 00:09:30,10.880190476191984,79165755392.0,99329359872.0,79.70025729957017,2022,5,25,0,9,30,18.0
2022-05-25 00:10:30,11.08219047619163,79386734592.0,99329359872.0,79.92272848058327,2022,5,25,0,10,30,18.0
2022-05-25 00:11:30,10.846190476192476,79270424576.0,99329359872.0,79.805633176486,2022,5,25,0,11,30,17.0
2022-05-25 00:12:30,10.931696018517847,78922469376.0,99329359872.0,79.45532869405665,2022,5,25,0,12,30,17.0
2022-05-25 00:13:30,10.628666666668975,78979284992.0,99329359872.0,79.51252791095808,2022,5,25,0,13,30,17.0
2022-05-25 00:14:30,10.280666666665294,78762463232.0,99329359872.0,79.29424223965263,2022,5,25,0,14,30,19.0
